avg_study_score,school_count,total_schools,suburb,SA2_NAME16
30.0,1,1,NORTHCOTE,NORTHCOTE
,0,0,NORTHWOOD,NORTHWOOD
,0,0,NORVAL,NORVAL
,0,0,NOTTING HILL,NOTTING HILL
,0,0,NOWA NOWA,NOWA NOWA
,0,0,NOWHERE CREEK,NOWHERE CREEK
,0,0,NOWIE,NOWIE
,0,0,NUG NUG,NUG NUG
,0,0,NUGGETTY,NUGGETTY
,0,0,NULLA VALE,NULLA VALE
,0,0,NULLAWARRE,NULLAWARRE
,0,0,NULLAWARRE NORTH,NULLAWARRE NORTH
,0,0,NULLAWIL,NULLAWIL
24.0,1,1,NUMURKAH,NUMURKAH
,0,0,NUNAWADING,NUNAWADING
,0,0,NUNGURNER,NUNGURNER
,0,0,NUNNIONG,NUNNIONG
,0,0,NURCOUNG,NURCOUNG
,0,0,NURRABIEL,NURRABIEL
,0,0,NURRAN,NURRAN
,0,0,NUTFIELD,NUTFIELD
,0,0,NYAH,NYAH
,0,0,NYAH WEST,NYAH WEST
,0,0,NYARRIN,NYARRIN
,0,0,NYERIMILANG,NYERIMILANG
,0,0,NYORA,NYORA
,0,0,NYRRABY,NYRRABY
,0,0,OAK PARK,OAK PARK
,0,0,OAKLANDS JUNCTION,OAKLANDS JUNCTION
31.0,1,1,OAKLEIGH,OAKLEIGH
,0,0,OAKLEIGH EAST,OAKLEIGH EAST
,0,0,OAKLEIGH SOUTH,OAKLEIGH SOUTH
,0,0,OAKVALE,OAKVALE
,0,0,OCEAN GRANGE,OCEAN GRANGE
,0,0,OCEAN GROVE,OCEAN GROVE
28.0,1,1,OFFICER,OFFICER
,0,0,OFFICER SOUTH,OFFICER SOUTH
,0,0,OLD TALLANGATTA,OLD TALLANGATTA
,0,0,OLINDA,OLINDA
,0,0,OMBERSLEY,OMBERSLEY
,0,0,OMEO,OMEO
,0,0,OMEO VALLEY,OMEO VALLEY
,0,0,ONDIT,ONDIT
,0,0,ORBOST,ORBOST
,0,0,ORFORD,ORFORD
33.0,1,1,ORMOND,ORMOND
,0,0,ORRVALE,ORRVALE
,0,0,OSBORNES FLAT,OSBORNES FLAT
,0,0,OUTTRIM,OUTTRIM
29.0,1,1,OUYEN,OUYEN
,0,0,OVENS,OVENS
,0,0,OXLEY,OXLEY
,0,0,OXLEY FLATS,OXLEY FLATS
,0,0,OZENKADNOOK,OZENKADNOOK
,0,0,PAARATTE,PAARATTE
,0,0,PAINSWICK,PAINSWICK
30.0,2,2,PAKENHAM,PAKENHAM
,0,0,PAKENHAM SOUTH,PAKENHAM SOUTH
,0,0,PAKENHAM UPPER,PAKENHAM UPPER
,0,0,PANITYA,PANITYA
,0,0,PANMURE,PANMURE
,0,0,PANTON HILL,PANTON HILL
,0,0,PARADISE,PARADISE
,0,0,PARADISE BEACH,PARADISE BEACH
,0,0,PARAPARAP,PARAPARAP
,0,0,PARK ORCHARDS,PARK ORCHARDS
,0,0,PARKDALE,PARKDALE
31.0,1,1,PARKVILLE,PARKVILLE
,0,0,PARWAN,PARWAN
,0,0,PASCHENDALE,PASCHENDALE
,0,0,PASCOE VALE,PASCOE VALE
26.0,1,1,PASCOE VALE SOUTH,PASCOE VALE SOUTH
,0,0,PASTORIA,PASTORIA
,0,0,PASTORIA EAST,PASTORIA EAST
,0,0,PATCHEWOLLOCK,PATCHEWOLLOCK
,0,0,PATHO,PATHO
,0,0,PATTERSON LAKES,PATTERSON LAKES
,0,0,PATYAH,PATYAH
,0,0,PAYNESVILLE,PAYNESVILLE
,0,0,PEARCEDALE,PEARCEDALE
,0,0,PEARSONDALE,PEARSONDALE
,0,0,PEECHELBA,PEECHELBA
,0,0,PEECHELBA EAST,PEECHELBA EAST
,0,0,PELLUEBLA,PELLUEBLA
,0,0,PENNYROYAL,PENNYROYAL
,0,0,PENSHURST,PENSHURST
,0,0,PENTAL ISLAND,PENTAL ISLAND
,0,0,PENTLAND HILLS,PENTLAND HILLS
,0,0,PERCYDALE,PERCYDALE
,0,0,PERONNE,PERONNE
,0,0,PERRY BRIDGE,PERRY BRIDGE
,0,0,PETERBOROUGH,PETERBOROUGH
,0,0,PETTICOAT CREEK,PETTICOAT CREEK
,0,0,PHEASANT CREEK,PHEASANT CREEK
,0,0,PIANGIL,PIANGIL
,0,0,PICOLA,PICOLA
,0,0,PICOLA WEST,PICOLA WEST
,0,0,PIEDMONT,PIEDMONT
,0,0,PIER MILAN,PIER MILAN
,0,0,PIGEON PONDS,PIGEON PONDS
,0,0,PIGGOREET,PIGGOREET
,0,0,PIMPINIO,PIMPINIO
,0,0,PINE GROVE,PINE GROVE
,0,0,PINE LODGE,PINE LODGE
,0,0,PINE MOUNTAIN,PINE MOUNTAIN
,0,0,PINE VIEW,PINE VIEW
,0,0,PIONEER BAY,PIONEER BAY
,0,0,PIPERS CREEK,PIPERS CREEK
,0,0,PIRA,PIRA
,0,0,PIRIES,PIRIES
,0,0,PIRRON YALLOCK,PIRRON YALLOCK
,0,0,PITFIELD,PITFIELD
,0,0,PITTONG,PITTONG
,0,0,PLENTY,PLENTY
,0,0,PLUMPTON,PLUMPTON
,0,0,POINT COOK,POINT COOK
,0,0,POINT LEO,POINT LEO
,0,0,POINT LONSDALE,POINT LONSDALE
,0,0,POINT WILSON,POINT WILSON
,0,0,POLISBET,POLISBET
,0,0,POMBORNEIT,POMBORNEIT
,0,0,POMBORNEIT EAST,POMBORNEIT EAST
,0,0,POMBORNEIT NORTH,POMBORNEIT NORTH
,0,0,POMONAL,POMONAL
,0,0,POMPAPIEL,POMPAPIEL
,0,0,POOLAIJELO,POOLAIJELO
,0,0,POOTILLA,POOTILLA
,0,0,POOWONG,POOWONG
,0,0,POOWONG EAST,POOWONG EAST
,0,0,POOWONG NORTH,POOWONG NORTH
,0,0,PORCUPINE RIDGE,PORCUPINE RIDGE
,0,0,POREPUNKAH,POREPUNKAH
,0,0,PORT ALBERT,PORT ALBERT
,0,0,PORT CAMPBELL,PORT CAMPBELL
,0,0,PORT FAIRY,PORT FAIRY
,0,0,PORT FRANKLIN,PORT FRANKLIN
,0,0,PORT MELBOURNE,PORT MELBOURNE
,0,0,PORT WELSHPOOL,PORT WELSHPOOL
,0,0,PORTARLINGTON,PORTARLINGTON
27.0,1,1,PORTLAND,PORTLAND
,0,0,PORTLAND NORTH,PORTLAND NORTH
,0,0,PORTLAND WEST,PORTLAND WEST
,0,0,PORTSEA,PORTSEA
,0,0,POUND CREEK,POUND CREEK
,0,0,POWELLTOWN,POWELLTOWN
,0,0,POWERS CREEK,POWERS CREEK
,0,0,POWLETT PLAINS,POWLETT PLAINS
,0,0,PRAHRAN,PRAHRAN
,0,0,PRAIRIE,PRAIRIE
,0,0,PRANJIP,PRANJIP
29.0,1,1,PRESTON,PRESTON
,0,0,PRINCES HILL,PRINCES HILL
,0,0,PRINCETOWN,PRINCETOWN
,0,0,PUCKAPUNYAL,PUCKAPUNYAL
,0,0,PURA PURA,PURA PURA
,0,0,PURDEET,PURDEET
,0,0,PURNIM,PURNIM
,0,0,PURNIM WEST,PURNIM WEST
,0,0,PYALONG,PYALONG
,0,0,PYRAMID HILL,PYRAMID HILL
,0,0,QUAMBATOOK,QUAMBATOOK
,0,0,QUANDONG,QUANDONG
,0,0,QUANTONG,QUANTONG
,0,0,QUARRY HILL,QUARRY HILL
,0,0,QUEENSCLIFF,QUEENSCLIFF
,0,0,QUEENSFERRY,QUEENSFERRY
,0,0,RAGLAN,RAGLAN
24.0,1,1,RAINBOW,RAINBOW
,0,0,RANCEBY,RANCEBY
,0,0,RATHSCAR,RATHSCAR
,0,0,RATHSCAR WEST,RATHSCAR WEST
,0,0,RAVENHALL,RAVENHALL
,0,0,RAVENSWOOD,RAVENSWOOD
,0,0,RAVENSWOOD SOUTH,RAVENSWOOD SOUTH
,0,0,RAWSON,RAWSON
,0,0,RAYMOND ISLAND,RAYMOND ISLAND
,0,0,RAYWOOD,RAYWOOD
23.0,1,1,RED CLIFFS,RED CLIFFS
,0,0,RED HILL,RED HILL
,0,0,RED HILL SOUTH,RED HILL SOUTH
,0,0,RED LION,RED LION
,0,0,REDAN,REDAN
,0,0,REDBANK,REDBANK
,0,0,REDCASTLE,REDCASTLE
,0,0,REDESDALE,REDESDALE
,0,0,REEDY CREEK,REEDY CREEK
,0,0,REEDY DAM,REEDY DAM
,0,0,REEDY FLAT,REEDY FLAT
,0,0,REEDY LAKE,REEDY LAKE
,0,0,REEFTON,REEFTON
31.0,1,1,RESEARCH,RESEARCH
28.0,1,1,RESERVOIR,RESERVOIR
,0,0,REYNARD,REYNARD
,0,0,RHEOLA,RHEOLA
30.0,1,1,RHYLL,RHYLL
,0,0,RHYMNEY,RHYMNEY
,0,0,RIACHELLA,RIACHELLA
,0,0,RICH AVON,RICH AVON
,0,0,RICH AVON EAST,RICH AVON EAST
,0,0,RICH AVON WEST,RICH AVON WEST
28.0,1,1,RICHMOND,RICHMOND
,0,0,RICHMOND PLAINS,RICHMOND PLAINS
,0,0,RIDDELLS CREEK,RIDDELLS CREEK
,0,0,RIGGS CREEK,RIGGS CREEK
29.5,2,2,RINGWOOD,RINGWOOD
34.0,1,1,RINGWOOD EAST,RINGWOOD EAST
,0,0,RINGWOOD NORTH,RINGWOOD NORTH
,0,0,RIPPLEBROOK,RIPPLEBROOK
,0,0,RIPPLESIDE,RIPPLESIDE
,0,0,RIPPONLEA,RIPPONLEA
,0,0,RIVERSIDE,RIVERSIDE
,0,0,RIVERSLEA,RIVERSLEA
,0,0,ROBERTSONS BEACH,ROBERTSONS BEACH
23.0,1,1,ROBINVALE,ROBINVALE
27.0,1,1,ROCHESTER,ROCHESTER
,0,0,ROCHFORD,ROCHFORD
,0,0,ROCKBANK,ROCKBANK
,0,0,ROCKLANDS,ROCKLANDS
,0,0,ROCKLYN,ROCKLYN
,0,0,ROCKY POINT,ROCKY POINT
,0,0,ROKEBY,ROKEBY
,0,0,ROKEWOOD,ROKEWOOD
,0,0,ROKEWOOD JUNCTION,ROKEWOOD JUNCTION
,0,0,ROMSEY,ROMSEY
,0,0,ROSANNA,ROSANNA
,0,0,ROSE RIVER,ROSE RIVER
,0,0,ROSEBERY,ROSEBERY
,0,0,ROSEBROOK,ROSEBROOK
27.0,1,1,ROSEBUD,ROSEBUD
,0,0,ROSEDALE,ROSEDALE
,0,0,ROSES GAP,ROSES GAP
,0,0,ROSEWHITE,ROSEWHITE
,0,0,ROSLYNMEAD,ROSLYNMEAD
,0,0,ROSS CREEK,ROSS CREEK
,0,0,ROSSBRIDGE,ROSSBRIDGE
,0,0,ROSTRON,ROSTRON
,0,0,ROWSLEY,ROWSLEY
25.0,1,1,ROWVILLE,ROWVILLE
23.0,1,1,ROXBURGH PARK,ROXBURGH PARK
,0,0,RUBICON,RUBICON
,0,0,RUBY,RUBY
,0,0,RUFFY,RUFFY
,0,0,RUNNING CREEK,RUNNING CREEK
,0,0,RUNNYMEDE,RUNNYMEDE
,0,0,RUPANYUP,RUPANYUP
,0,0,RUSHWORTH,RUSHWORTH
,0,0,RUSSELLS BRIDGE,RUSSELLS BRIDGE
21.0,1,1,RUTHERGLEN,RUTHERGLEN
,0,0,RYANS,RYANS
,0,0,RYANSTON,RYANSTON
,0,0,RYE,RYE
,0,0,RYTHDALE,RYTHDALE
,0,0,SAFETY BEACH,SAFETY BEACH
,0,0,SAILORS FALLS,SAILORS FALLS
,0,0,SAILORS GULLY,SAILORS GULLY
,0,0,SAILORS HILL,SAILORS HILL
30.0,2,2,SALE,SALE
,0,0,SALISBURY WEST,SALISBURY WEST
,0,0,SAMARIA,SAMARIA
,0,0,SAN REMO,SAN REMO
,0,0,SANDFORD,SANDFORD
,0,0,SANDHILL LAKE,SANDHILL LAKE
,0,0,SANDHURST,SANDHURST
,0,0,SANDON,SANDON
31.0,1,1,SANDRINGHAM,SANDRINGHAM
,0,0,SANDY CREEK,SANDY CREEK
,0,0,SANDY POINT,SANDY POINT
,0,0,SARGOOD,SARGOOD
,0,0,SARSFIELD,SARSFIELD
26.0,1,1,SASSAFRAS,SASSAFRAS
,0,0,SAWMILL SETTLEMENT,SAWMILL SETTLEMENT
,0,0,SCARSDALE,SCARSDALE
28.0,1,1,SCORESBY,SCORESBY
,0,0,SCOTCHMANS LEAD,SCOTCHMANS LEAD
,0,0,SCOTSBURN,SCOTSBURN
,0,0,SCOTTS CREEK,SCOTTS CREEK
28.0,1,1,SEA LAKE,SEA LAKE
,0,0,SEABROOK,SEABROOK
,0,0,SEACOMBE,SEACOMBE
,0,0,SEAFORD,SEAFORD
,0,0,SEAHOLME,SEAHOLME
,0,0,SEASPRAY,SEASPRAY
,0,0,SEATON,SEATON
,0,0,SEAVIEW,SEAVIEW
,0,0,SEBASTIAN,SEBASTIAN
25.0,1,1,SEBASTOPOL,SEBASTOPOL
,0,0,SEDDON,SEDDON
,0,0,SEDGWICK,SEDGWICK
,0,0,SELBY,SELBY
,0,0,SELWYN,SELWYN
,0,0,SEPARATION CREEK,SEPARATION CREEK
,0,0,SERPENTINE,SERPENTINE
,0,0,SERVICETON,SERVICETON
,0,0,SEVILLE,SEVILLE
,0,0,SEVILLE EAST,SEVILLE EAST
36.0,1,1,SEYMOUR,SEYMOUR
,0,0,SHADY CREEK,SHADY CREEK
,0,0,SHANNONVALE,SHANNONVALE
,0,0,SHAYS FLAT,SHAYS FLAT
,0,0,SHE OAKS,SHE OAKS
,0,0,SHEANS CREEK,SHEANS CREEK
,0,0,SHEEP HILLS,SHEEP HILLS
,0,0,SHELBOURNE,SHELBOURNE
,0,0,SHELFORD,SHELFORD
,0,0,SHELLEY,SHELLEY
,0,0,SHEPHERDS FLAT,SHEPHERDS FLAT
28.0,1,1,SHEPPARTON,SHEPPARTON
,0,0,SHEPPARTON EAST,SHEPPARTON EAST
,0,0,SHEPPARTON NORTH,SHEPPARTON NORTH
,0,0,SHERBROOKE,SHERBROOKE
,0,0,SHOREHAM,SHOREHAM
,0,0,SIDONIA,SIDONIA
,0,0,SILVAN,SILVAN
,0,0,SILVERLEAVES,SILVERLEAVES
,0,0,SIMPSON,SIMPSON
,0,0,SIMPSONS CREEK,SIMPSONS CREEK
,0,0,SIMSON,SIMSON
,0,0,SKENES CREEK,SKENES CREEK
,0,0,SKENES CREEK NORTH,SKENES CREEK NORTH
,0,0,SKIBO,SKIBO
,0,0,SKINNERS FLAT,SKINNERS FLAT
,0,0,SKIPTON,SKIPTON
,0,0,SKYE,SKYE
,0,0,SLATY CREEK,SLATY CREEK
,0,0,SMEATON,SMEATON
,0,0,SMITHS BEACH,SMITHS BEACH
,0,0,SMITHS GULLY,SMITHS GULLY
,0,0,SMOKEYTOWN,SMOKEYTOWN
,0,0,SMOKO,SMOKO
,0,0,SMYTHES CREEK,SMYTHES CREEK
,0,0,SMYTHESDALE,SMYTHESDALE
,0,0,SNAKE ISLAND,SNAKE ISLAND
,0,0,SNAKE VALLEY,SNAKE VALLEY
,0,0,SOLDIERS HILL,SOLDIERS HILL
,0,0,SOMERS,SOMERS
,0,0,SOMERTON,SOMERTON
28.0,1,1,SOMERVILLE,SOMERVILLE
,0,0,SORRENTO,SORRENTO
,0,0,SOUTH DUDLEY,SOUTH DUDLEY
,0,0,SOUTH GEELONG,SOUTH GEELONG
,0,0,SOUTH KINGSVILLE,SOUTH KINGSVILLE
,0,0,SOUTH MELBOURNE,SOUTH MELBOURNE
30.0,1,1,SOUTH MORANG,SOUTH MORANG
,0,0,SOUTH PURRUMBETE,SOUTH PURRUMBETE
,0,0,SOUTH WHARF,SOUTH WHARF
36.0,1,1,SOUTH YARRA,SOUTH YARRA
,0,0,SOUTHBANK,SOUTHBANK
,0,0,SOUTHERN CROSS,SOUTHERN CROSS
,0,0,SPARGO CREEK,SPARGO CREEK
,0,0,SPEED,SPEED
,0,0,SPEEWA,SPEEWA
,0,0,SPOTSWOOD,SPOTSWOOD
,0,0,SPRING GULLY,SPRING GULLY
,0,0,SPRING HILL,SPRING HILL
,0,0,SPRINGBANK,SPRINGBANK
,0,0,SPRINGDALLAH,SPRINGDALLAH
,0,0,SPRINGFIELD,SPRINGFIELD
,0,0,SPRINGFIELD,SPRINGFIELD
,0,0,SPRINGHURST,SPRINGHURST
,0,0,SPRINGMOUNT,SPRINGMOUNT
28.0,3,3,SPRINGVALE,SPRINGVALE
,0,0,SPRINGVALE SOUTH,SPRINGVALE SOUTH
31.0,1,1,ST ALBANS,ST ALBANS
,0,0,ST ALBANS PARK,ST ALBANS PARK
,0,0,ST ANDREWS,ST ANDREWS
,0,0,ST ANDREWS BEACH,ST ANDREWS BEACH
26.0,1,1,ST ARNAUD,ST ARNAUD
,0,0,ST ARNAUD EAST,ST ARNAUD EAST
,0,0,ST ARNAUD NORTH,ST ARNAUD NORTH
,0,0,ST CLAIR,ST CLAIR
,0,0,ST GERMAINS,ST GERMAINS
,0,0,ST HELENA,ST HELENA
,0,0,ST HELENS,ST HELENS
,0,0,ST HELENS PLAINS,ST HELENS PLAINS
,0,0,ST JAMES,ST JAMES
33.0,1,1,ST KILDA,ST KILDA
34.8,4,4,ST KILDA EAST,ST KILDA EAST
,0,0,ST KILDA WEST,ST KILDA WEST
,0,0,ST LEONARDS,ST LEONARDS
,0,0,STACEYS BRIDGE,STACEYS BRIDGE
,0,0,STAFFORDSHIRE REEF,STAFFORDSHIRE REEF
,0,0,STAGHORN FLAT,STAGHORN FLAT
,0,0,STANHOPE,STANHOPE
,0,0,STANHOPE SOUTH,STANHOPE SOUTH
,0,0,STANLEY,STANLEY
,0,0,STAUGHTON VALE,STAUGHTON VALE
,0,0,STAVELY,STAVELY
23.0,1,1,STAWELL,STAWELL
,0,0,STEELS CREEK,STEELS CREEK
,0,0,STEIGLITZ,STEIGLITZ
,0,0,STEWARTON,STEWARTON
,0,0,STIRLING,STIRLING
,0,0,STOCKDALE,STOCKDALE
,0,0,STOCKYARD HILL,STOCKYARD HILL
,0,0,STONEHAVEN,STONEHAVEN
,0,0,STONELEIGH,STONELEIGH
,0,0,STONY CREEK,STONY CREEK
,0,0,STONY CREEK,STONY CREEK
,0,0,STONYFORD,STONYFORD
,0,0,STRADBROKE,STRADBROKE
,0,0,STRANGWAYS,STRANGWAYS
,0,0,STRATEN,STRATEN
,0,0,STRATFORD,STRATFORD
,0,0,STRATH CREEK,STRATH CREEK
,0,0,STRATHALLAN,STRATHALLAN
,0,0,STRATHBOGIE,STRATHBOGIE
29.0,1,1,STRATHDALE,STRATHDALE
,0,0,STRATHDOWNIE,STRATHDOWNIE
,0,0,STRATHEWEN,STRATHEWEN
,0,0,STRATHFIELDSAYE,STRATHFIELDSAYE
,0,0,STRATHKELLAR,STRATHKELLAR
,0,0,STRATHLEA,STRATHLEA
,0,0,STRATHMERTON,STRATHMERTON
30.0,1,1,STRATHMORE,STRATHMORE
,0,0,STRATHMORE HEIGHTS,STRATHMORE HEIGHTS
,0,0,STRATHTULLOH,STRATHTULLOH
,0,0,STREATHAM,STREATHAM
,0,0,STRZELECKI,STRZELECKI
,0,0,STUART MILL,STUART MILL
,0,0,SUGARLOAF,SUGARLOAF
,0,0,SUGARLOAF CREEK,SUGARLOAF CREEK
,0,0,SUGGAN BUGGAN,SUGGAN BUGGAN
,0,0,SULKY,SULKY
,0,0,SUMMERLANDS,SUMMERLANDS
27.0,1,1,SUNBURY,SUNBURY
,0,0,SUNDAY CREEK,SUNDAY CREEK
,0,0,SUNDERLAND BAY,SUNDERLAND BAY
,0,0,SUNSET STRIP,SUNSET STRIP
,0,0,SUNSHINE,SUNSHINE
,0,0,SUNSHINE NORTH,SUNSHINE NORTH
26.0,1,1,SUNSHINE WEST,SUNSHINE WEST
,0,0,SURF BEACH,SURF BEACH
,0,0,SURREY HILLS,SURREY HILLS
,0,0,SUTHERLAND,SUTHERLAND
,0,0,SUTHERLANDS CREEK,SUTHERLANDS CREEK
,0,0,SUTTON,SUTTON
,0,0,SUTTON GRANGE,SUTTON GRANGE
,0,0,SWAN BAY,SWAN BAY
29.0,1,1,SWAN HILL,SWAN HILL
,0,0,SWAN HILL WEST,SWAN HILL WEST
,0,0,SWAN ISLAND,SWAN ISLAND
,0,0,SWAN MARSH,SWAN MARSH
,0,0,SWAN REACH,SWAN REACH
,0,0,SWANPOOL,SWANPOOL
,0,0,SWANWATER,SWANWATER
,0,0,SWANWATER WEST,SWANWATER WEST
29.0,1,1,SWIFTS CREEK,SWIFTS CREEK
,0,0,SYDENHAM,SYDENHAM
,0,0,SYLVATERRE,SYLVATERRE
,0,0,TABBERABBERA,TABBERABBERA
,0,0,TABILK,TABILK
,0,0,TABOR,TABOR
,0,0,TAGGERTY,TAGGERTY
,0,0,TAHARA,TAHARA
,0,0,TAHARA BRIDGE,TAHARA BRIDGE
,0,0,TAHARA WEST,TAHARA WEST
,0,0,TALBOT,TALBOT
,0,0,TALGARNO,TALGARNO
,0,0,TALLANDOON,TALLANDOON
27.0,1,1,TALLANGATTA,TALLANGATTA
,0,0,TALLANGATTA EAST,TALLANGATTA EAST
,0,0,TALLANGATTA SOUTH,TALLANGATTA SOUTH
,0,0,TALLANGATTA VALLEY,TALLANGATTA VALLEY
,0,0,TALLAROOK,TALLAROOK
,0,0,TALLYGAROOPNA,TALLYGAROOPNA
,0,0,TAMBO CROSSING,TAMBO CROSSING
,0,0,TAMBO UPPER,TAMBO UPPER
,0,0,TAMBOON,TAMBOON
,0,0,TAMBORITHA,TAMBORITHA
,0,0,TAMINICK,TAMINICK
,0,0,TAMLEUGH,TAMLEUGH
,0,0,TAMLEUGH NORTH,TAMLEUGH NORTH
,0,0,TANDAROOK,TANDAROOK
,0,0,TANDARRA,TANDARRA
,0,0,TANGAMBALANGA,TANGAMBALANGA
,0,0,TANJIL,TANJIL
,0,0,TANJIL BREN,TANJIL BREN
,0,0,TANJIL SOUTH,TANJIL SOUTH
,0,0,TANTARABOO,TANTARABOO
,0,0,TANWOOD,TANWOOD
,0,0,TANYBRYN,TANYBRYN
,0,0,TARADALE,TARADALE
,0,0,TARCOMBE,TARCOMBE
